36.2 45 0
36.3 46 0
36.4 46 0
36.5 46 0
36.6 45 1
36.7 45 0
36.8 44 1
36.9 45 0
37 45 0
37.1 44 1
37.2 42 2
37.3 43 0
37.4 43 0
37.5 44 0
37.6 42 2
37.7 42 0
37.8 42 0
37.9 42 0
38 42 0
38.1 42 0
38.2 42 0
38.3 39 3
38.4 39 0
38.5 40 0
38.6 40 0
38.7 40 0
38.8 38 2
38.9 37 1
39 37 0
39.1 37 0
39.2 37 0
39.3 36 1
39.4 36 0
39.5 34 2
39.6 34 0
39.7 34 0
39.8 35 0
39.9 33 2
40 33 0
40.1 34 0
40.2 34 0
40.3 33 1
40.4 33 0
40.5 33 1
40.6 32 1
40.7 32 0
40.8 32 0
40.9 32 0
41 32 0
41.1 32 0
41.2 32 0
41.3 32 0
41.4 33 0
41.5 33 1
41.6 32 1
41.7 33 0
41.8 32 1
41.9 35 0
42 34 1
42.1 34 0
42.2 34 0
42.3 34 1
42.4 34 0
42.5 34 0
42.6 35 0
42.7 35 0
42.8 35 0
42.9 35 0
43 36 0
43.1 36 0
43.2 38 0
43.3 37 1
43.4 38 0
43.5 37 1
43.6 38 1
43.7 37 1
43.8 37 0
43.9 38 0
44 37 1
44.1 38 0
44.2 37 1
44.3 36 1
44.4 36 0
44.5 36 0
44.6 36 0
44.7 36 0
44.8 35 1
44.9 36 0
45 37 0
45.1 37 0
45.2 38 0
45.3 38 1
45.4 39 0
45.5 39 0
45.6 39 0
45.7 39 0
45.8 39 0
45.9 41 0
46 39 2
46.1 40 0
46.2 40 0
46.3 39 1
46.4 40 0
46.5 41 0
46.6 41 0
46.7 40 1
46.8 40 0
46.9 40 1
47 38 2
47.1 39 1
47.2 38 1
47.3 39 0
47.4 40 0
47.5 40 0
47.6 40 0
47.7 40 0
47.8 40 0
47.9 41 0
48 41 0
48.1 40 1
48.2 42 0
48.3 42 0
48.4 42 0
48.5 41 1
48.6 41 0
48.7 41 0
48.8 41 0
48.9 41 0
49 41 0
49.1 42 1
49.2 42 1
49.3 41 3
49.4 41 0
49.5 41 0
49.6 40 1
49.7 40 0
49.8 40 0
49.9 40 0
50 40 0
50.1 42 0
50.2 43 0
50.3 43 0
50.4 41 2
50.5 42 0
50.6 43 1
50.7 43 1
50.8 41 2
50.9 40 1
51 40 0
51.1 40 0
51.2 40 0
51.3 40 0
51.4 39 1
51.5 39 0
51.6 39 0
51.7 39 0
51.8 39 0
51.9 39 0
52 40 1
52.1 40 1
52.2 39 1
52.3 38 1
52.4 38 0
52.5 38 0
52.6 38 0
52.7 38 0
52.8 39 0
52.9 38 1
53 38 1
53.1 38 0
53.2 39 1
53.3 39 1
53.4 39 1
53.5 39 1
53.6 40 0
53.7 40 0
53.8 40 0
53.9 40 0
54 40 0
54.1 40 0
54.2 40 1
54.3 41 0
54.4 41 0
54.5 41 0
54.6 42 0
54.7 41 1
54.8 41 0
54.9 39 2
55 39 0
55.1 41 0
55.2 41 0
55.3 42 0
55.4 41 2
55.5 42 0
55.6 42 0
55.7 42 0
55.8 42 0
55.9 41 1
56 42 0
56.1 42 0
56.2 42 0
56.3 42 0
56.4 42 0
56.5 42 0
56.6 42 0
56.7 42 0
56.8 42 0
56.9 42 0
57 42 0
57.1 43 0
57.2 45 0
57.3 44 1
57.4 44 0
57.5 44 0
57.6 44 0
57.7 45 0
57.8 44 1
57.9 43 2
58 43 1
58.1 43 0
58.2 42 1
58.3 42 0
58.4 42 0
58.5 41 1
58.6 40 1
58.7 40 0
58.8 40 0
58.9 40 0
59 41 0
59.1 43 0
59.2 40 3
59.3 40 0
59.4 40 0
59.5 40 0
59.6 40 0
59.7 40 0
59.8 39 2
59.9 41 0
60 39 2
60.1 40 0
60.2 40 2
60.3 40 0
60.4 40 0
60.5 38 2
60.6 37 1
60.7 39 0
60.8 39 0
60.9 38 1
61 39 0
61.1 39 0
61.2 39 0
61.3 39 1
61.4 39 0
61.5 39 0
61.6 38 1
61.7 37 1
61.8 37 0
61.9 37 0
62 36 2
62.1 36 0
62.2 36 0
62.3 36 0
62.4 36 0
62.5 37 0
62.6 37 1
62.7 37 1
62.8 39 0
62.9 39 0
63 39 0
63.1 39 0
63.2 39 0
63.3 39 0
63.4 38 1
63.5 39 0
63.6 39 0
63.7 39 1
63.8 39 1
63.9 41 0
64 42 0
64.1 41 1
64.2 42 0
64.3 42 0
64.4 43 0
64.5 42 1
64.6 42 1
64.7 43 0
64.8 43 0
64.9 42 1
65 42 0
65.1 41 1
65.2 41 1
65.3 41 0
65.4 40 1
65.5 41 0
65.6 41 0
65.7 41 0
65.8 41 0
65.9 40 1
66 41 0
66.1 41 0
66.2 41 0
66.3 42 0
66.4 42 0
66.5 44 0
66.6 44 0
66.7 44 0
66.8 45 0
66.9 45 0
67 45 0
67.1 44 1
67.2 44 0
67.3 45 0
67.4 44 1
67.5 43 1
67.6 44 0
67.7 43 1
67.8 43 0
67.9 43 0
68 43 0
68.1 43 0
68.2 42 1
68.3 42 0
68.4 43 0
68.5 44 0
68.6 44 0
68.7 44 0
68.8 43 1
68.9 43 0
69 43 1
69.1 43 0
69.2 43 0
69.3 40 3
69.4 41 0
69.5 42 0
69.6 43 0
69.7 43 0
69.8 43 0
69.9 42 2
70 42 0
70.1 41 1
70.2 42 0
70.3 41 1
70.4 41 0
70.5 40 1
70.6 40 0
70.7 39 1
70.8 39 0
70.9 39 0
71 39 0
71.1 39 0
71.2 38 1
71.3 38 1
71.4 38 0
71.5 38 0
71.6 38 1
71.7 38 0
71.8 38 0
71.9 38 0
72 39 0
72.1 39 0
72.2 39 0
72.3 40 0
72.4 41 0
72.5 42 0
72.6 41 1
72.7 42 0
72.8 43 1
72.9 40 3
73 41 1
73.1 41 0
73.2 40 1
73.3 40 0
73.4 40 0
73.5 40 0
73.6 40 0
73.7 40 0
73.8 40 0
73.9 40 0
74 40 0
74.1 40 0
74.2 39 1
74.3 39 0
74.4 40 0
74.5 40 1
74.6 37 3
74.7 38 0
74.8 38 0
74.9 39 0
75 38 1
75.1 38 1
75.2 39 0
75.3 39 0
75.4 38 1
75.5 37 2
75.6 36 1
75.7 35 1
75.8 35 0
75.9 35 0
76 37 0
76.1 37 0
76.2 37 1
76.3 38 0
76.4 39 1
76.5 39 0
76.6 39 1
76.7 38 1
76.8 40 0
76.9 40 0
77 40 0
77.1 41 0
77.2 42 0
77.3 41 1
77.4 42 0
77.5 42 0
77.6 43 0
77.7 42 1
77.8 42 0
77.9 43 0
78 43 0
78.1 43 0
78.2 43 0
78.3 42 1
78.4 43 0
78.5 43 0
78.6 41 2
78.7 40 1
78.8 40 0
78.9 40 0
79 40 0
79.1 40 0
79.2 39 1
79.3 39 0
79.4 39 0
79.5 39 1
79.6 39 0
79.7 39 1
79.8 41 0
79.9 40 1
80 41 0
80.1 41 0
80.2 41 0
80.3 41 0
80.4 41 0
80.5 41 0
80.6 41 0
80.7 41 0
80.8 40 1
80.9 40 0
81 40 1
81.1 39 1
81.2 37 2
81.3 35 2
81.4 35 0
81.5 35 0
81.6 36 0
81.7 36 0
81.8 36 0
81.9 36 0
82 36 0
82.1 36 1
82.2 36 0
82.3 37 0
82.4 36 1
82.5 36 0
82.6 36 0
82.7 38 0
82.8 37 1
82.9 36 1
83 36 1
83.1 36 1
83.2 36 1
83.3 36 0
83.4 36 0
83.5 36 0
83.6 37 0
83.7 37 0
83.8 37 0
83.9 37 0
84 37 0
84.1 37 1
84.2 36 1
84.3 36 0
84.4 36 1
84.5 36 0
84.6 36 0
84.7 35 2
84.8 35 0
84.9 35 0
85 34 1
85.1 34 0
85.2 34 0
85.3 34 0
85.4 35 0
85.5 35 0
85.6 35 0
85.7 35 0
85.8 35 0
85.9 35 1
86 33 2
86.1 33 2
86.2 33 0
86.3 33 0
86.4 33 0
86.5 32 1
86.6 32 1
86.7 32 0
86.8 32 0
86.9 31 1
87 31 0
87.1 31 0
87.2 31 0
87.3 30 1
87.4 30 1
87.5 31 0
87.6 31 1
87.7 32 0
87.8 32 0
87.9 32 0
88 32 0
88.1 32 0
88.2 32 0
88.3 34 0
88.4 34 0
88.5 35 0
88.6 35 0
88.7 35 0
88.8 35 0
88.9 35 0
89 35 0
89.1 36 0
89.2 36 0
89.3 36 0
89.4 34 2
89.5 33 1
89.6 32 1
89.7 33 0
89.8 33 2
89.9 33 0
90 33 0
90.1 33 0
90.2 33 0
90.3 33 0
90.4 34 0
90.5 36 0
90.6 35 1
90.7 34 1
90.8 34 0
90.9 34 0
91 33 1
91.1 33 0
91.2 35 0
91.3 34 1
91.4 33 1
91.5 33 1
91.6 33 0
91.7 32 1
91.8 32 1
91.9 31 1
92 30 1
92.1 30 0
92.2 30 0
92.3 29 1
92.4 29 0
92.5 29 0
92.6 28 1
92.7 27 1
92.8 26 1
92.9 26 0
93 26 0
93.1 26 0
93.2 26 0
93.3 25 1
93.4 25 0
93.5 27 0
93.6 27 0
93.7 27 0
93.8 28 0
93.9 26 2
94 26 1
94.1 26 0
94.2 26 1
94.3 27 1
94.4 26 1
94.5 26 0
94.6 27 0
94.7 28 0
94.8 28 0
94.9 27 1
95 26 1
95.1 26 2
95.2 27 0
95.3 26 1
95.4 26 0
95.5 26 1
95.6 27 0
95.7 27 0
95.8 27 0
95.9 27 0
96 27 0
96.1 26 1
96.2 26 1
96.3 27 1
96.4 27 0
96.5 27 0
96.6 27 0
96.7 26 1
96.8 26 0
96.9 26 0
97 26 0
97.1 25 1
97.2 24 1
97.3 25 0
97.4 25 0
97.5 25 0
97.6 25 0
97.7 25 0
97.8 26 0
97.9 26 0
98 27 0
98.1 25 2
98.2 24 1
98.3 24 0
98.4 24 0
98.5 23 1
98.6 23 0
98.7 23 0
98.8 24 0
98.9 24 0
99 24 0
99.1 25 0
99.2 25 0
99.3 25 0
99.4 26 0
99.5 27 0
99.6 26 1
99.7 26 0
99.8 27 0
99.9 26 1
